"observation","specname","north","west","east","south","hemisphere","latitude","longitude","carp_color","spore_color","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","t_texture","drainage","ref_depth","awc_class","phase1","phase2","roots","il","swr","add_prop","t_gravel","t_sand","t_silt","t_clay","t_usda_tex_class","t_ref_bulk_density","t_bulk_density","t_oc","t_ph_h2o","t_cec_clay","t_cec_soil","t_bs","t_teb","t_caco3","t_caso4","t_esp","t_ece","s_gravel","s_sand","s_silt","s_clay","s_usda_tex_class","s_ref_bulk_density","s_bulk_density","s_oc","s_ph_h2o","s_cec_clay","s_cec_soil","s_bs","s_teb","s_caco3","s_caso4","s_esp","s_ece","FOR_2000","GRS_2000","NVG_2000","sq1","sq2","sq3","sq4","sq5","sq6","sq7","URB_2000","WAT_2000"
"13856",4987,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",38.5923,123.343,123.283,38.5584,"WN",38.57535,-123.313,"brown","white",119,110,60,2590,219,37,182,92,148,153,88,1095,217,3,86,579,16,28,561,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,40.8692893981934,4.02001047134399,0,1,1,1,1,1,1,1,0.110699996352196,55
"13862",15554,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",38.5923,123.343,123.283,38.5584,"WN",38.57535,-123.313,"brown","white",119,110,60,2590,219,37,182,92,148,153,88,1095,217,3,86,579,16,28,561,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,40.8692893981934,4.02001047134399,0,1,1,1,1,1,1,1,0.110699996352196,55
"13864",4895,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",37.3343,122.186,122.174,37.326,"WN",37.33015,-122.18,"brown","white",129,119,54,3783,253,34,219,87,176,181,87,894,176,2,86,468,13,17,468,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,70.5123748779297,16.5196399688721,0,1,1,1,1,1,1,1,0.578400015830994,0
"13867",4867,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",37.2776,122.226,122.161,37.2287,"WN",37.25315,-122.1935,"brown","white",132,120,55,3532,250,35,215,91,175,179,91,852,173,2,87,451,11,15,451,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,70.5123748779297,16.5196399688721,0,1,1,1,1,1,1,1,0.578400015830994,0
"14063",1939,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",37.3343,122.186,122.174,37.326,"WN",37.33015,-122.18,"brown","white",129,119,54,3783,253,34,219,87,176,181,87,894,176,2,86,468,13,17,468,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,70.5123748779297,16.5196399688721,0,1,1,1,1,1,1,1,0.578400015830994,0
"14071",1865,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",37.3343,122.186,122.174,37.326,"WN",37.33015,-122.18,"brown","white",129,119,54,3783,253,34,219,87,176,181,87,894,176,2,86,468,13,17,468,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,70.5123748779297,16.5196399688721,0,1,1,1,1,1,1,1,0.578400015830994,0
"14089",1675,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",37.3343,122.186,122.174,37.326,"WN",37.33015,-122.18,"brown","white",129,119,54,3783,253,34,219,87,176,181,87,894,176,2,86,468,13,17,468,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,70.5123748779297,16.5196399688721,0,1,1,1,1,1,1,1,0.578400015830994,0
"14095",1563,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",38.5923,123.343,123.283,38.5584,"WN",38.57535,-123.313,"brown","white",119,110,60,2590,219,37,182,92,148,153,88,1095,217,3,86,579,16,28,561,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,40.8692893981934,4.02001047134399,0,1,1,1,1,1,1,1,0.110699996352196,55
"14110",1438,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",39.2307,123.774,123.762,39.2217,"WN",39.2262,-123.768,"brown","white",113,106,60,2532,208,32,176,86,143,146,81,1080,194,4,81,548,21,34,536,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,18.7812175750732,3.3702597618103,0,2,2,1,1,1,1,1,0.235842883586884,76
"14114",140249,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",37.0035,122.07,122.048,36.9773,"WN",36.9904,-122.059,"brown","white",135,120,60,2837,237,40,197,100,167,171,100,769,170,2,91,432,9,14,432,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,11.8760414123535,1.16815710067749,0,1,1,1,1,1,1,1,42.9430084228516,44
"14117",1136,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",40.0318,123.952,123.928,40,"WN",40.0159,-123.94,"brown","white",113,122,50,4141,257,17,240,68,166,168,64,1862,336,3,83,971,31,53,940,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,90.7294158935547,8.92438411712646,0,2,2,1,1,1,1,1,0.345991879701614,0
"14118",1071,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",37.3343,122.186,122.174,37.326,"WN",37.33015,-122.18,"brown","white",129,119,54,3783,253,34,219,87,176,181,87,894,176,2,86,468,13,17,468,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,70.5123748779297,16.5196399688721,0,1,1,1,1,1,1,1,0.578400015830994,0
"14126",990,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",37.3343,122.186,122.174,37.326,"WN",37.33015,-122.18,"brown","white",129,119,54,3783,253,34,219,87,176,181,87,894,176,2,86,468,13,17,468,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,70.5123748779297,16.5196399688721,0,1,1,1,1,1,1,1,0.578400015830994,0
"14263",526,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",40.1783,124.07,124.056,40.1664,"WN",40.17235,-124.063,"brown","white",112,109,51,3631,237,25,212,74,158,161,69,1882,343,3,83,982,31,52,954,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,88.1321640014648,11.7193355560303,0,2,2,1,1,1,1,1,0.148499995470047,0
"14269",9234,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",44.0241,122.997,122.942,43.9895,"WN",44.0068,-122.9695,"brown","white",113,116,44,5043,272,10,262,56,179,181,53,1234,199,14,62,580,83,85,522,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,31.2332515716553,2.31407165527344,0,1,1,1,1,1,1,1,42.4580993652344,0
"14416",527,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",37.0204,122.08,122.053,37.0019,"WN",37.01115,-122.0665,"brown","white",135,125,59,3150,246,36,210,96,172,176,96,826,181,2,92,460,9,14,460,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,81.5892562866211,9.13903522491455,0,1,1,1,1,1,1,1,9.17389965057373,0
"14436",81440,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",37.4488,122.318,122.28,37.4236,"WN",37.4362,-122.299,"brown","white",128,110,55,3370,239,40,199,90,169,174,90,849,166,2,86,437,12,17,437,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,65.8045883178711,6.47271156311035,0,1,1,1,1,1,1,1,27.7227001190186,0
"634",253504,"Amanita canescens Dav. T. Jenkins",32.1975,81.8615,81.8307,32.1778,"WN",32.18765,-81.8461,"white","",189,130,42,6394,336,30,306,268,149,268,103,1204,146,60,26,411,210,411,285,2,2,100,1,NA,NA,NA,NA,NA,0,35,47,30,23,9,1.4,1.44,1.13,4.8,13,6,54,3,0,0,2,0.1,19,36,27,37,5,1.31,1.39,0.41,4.8,12,6,32,1.9,0,0,3,0.1,22.1287956237793,9.72511386871338,0,3,2,1,2,1,1,1,1.41729986667633,0
"936",249593,"Amanita canescens Dav. T. Jenkins",40.7821,79.5452,79.5217,40.7594,"WN",40.77075,-79.53345,"white","",93,127,33,8815,283,-92,375,182,-26,202,-26,1038,109,60,18,319,201,317,201,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,66.6736145019531,6.64209127426147,0,3,2,1,1,1,1,1,7.65609979629517,0
"1057",248528,"Amanita canescens Dav. T. Jenkins",40.9931,73.9124,73.9061,40.9829,"WN",40.988,-73.90925,"white","",112,101,28,8789,292,-58,350,100,-3,224,-3,1191,111,81,9,319,267,304,267,2,4,100,1,NA,NA,NA,NA,NA,0,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,0,1,0.1,12.0829858779907,1.18851518630981,0,3,3,2,2,2,2,2,84.7307586669922,1.96739983558655
"1113",247344,"Amanita canescens Dav. T. Jenkins",39.5519,76.368,76.3125,39.5034,"WN",39.52765,-76.34025,"white","",122,116,32,8686,302,-56,358,210,19,231,7,1141,111,74,12,323,248,320,250,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,36.638370513916,3.69697761535645,0,3,2,1,1,1,1,1,30.9240016937256,0
"1141",246769,"Amanita canescens Dav. T. Jenkins",39.8261,74.5513,74.5193,39.8089,"WN",39.8175,-74.5353,"white","",117,113,32,8364,294,-53,347,217,132,223,8,1128,118,79,12,319,262,313,262,1,6,100,3,NA,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,90.3281784057617,8.88491916656494,0,3,3,1,1,1,1,1,0,0
"2663",215911,"Amanita canescens Dav. T. Jenkins",35.9056,78.793,78.729,35.8394,"WN",35.8725,-78.761,"white","",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"2810",213730,"Amanita canescens Dav. T. Jenkins",37.8306,90.2313,90.2289,37.8295,"WN",37.83005,-90.2301,"white","",125,131,33,9035,316,-71,387,125,3,238,3,1088,115,59,18,323,213,285,213,2,4,100,1,NA,NA,NA,NA,NA,0,4,47,32,21,9,1.41,1.42,0.82,6.2,35,11,88,8.3,0,0,1,0.1,5,40,29,31,5,1.34,1.5,0.39,6.2,33,12,87,9.6,0,0,1,0.1,57.6301231384277,5.84680080413818,0,1,1,1,1,1,1,1,0.306100010871887,0
"2811",213729,"Amanita canescens Dav. T. Jenkins",37.8306,90.2313,90.2289,37.8295,"WN",37.83005,-90.2301,"white","",125,131,33,9035,316,-71,387,125,3,238,3,1088,115,59,18,323,213,285,213,2,4,100,1,NA,NA,NA,NA,NA,0,4,47,32,21,9,1.41,1.42,0.82,6.2,35,11,88,8.3,0,0,1,0.1,5,40,29,31,5,1.34,1.5,0.39,6.2,33,12,87,9.6,0,0,1,0.1,57.6301231384277,5.84680080413818,0,1,1,1,1,1,1,1,0.306100010871887,0
"3006",213845,"Amanita canescens Dav. T. Jenkins",39.6294,79.8705,79.8647,39.6264,"WN",39.6279,-79.8676,"white","",105,124,34,8427,284,-72,356,191,-8,210,-8,1105,114,69,15,329,231,325,231,2,4,100,1,NA,NA,NA,NA,NA,0,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,0,1,0.1,86.8896484375,8.55712985992432,0,2,2,1,1,1,1,1,3.7489001750946,0
"3526",207507,"Amanita canescens Dav. T. Jenkins",41.1042,75.9313,75.8528,41.0593,"WN",41.08175,-75.89205,"white","",80,111,30,8773,263,-96,359,169,-25,189,-37,1129,112,70,15,333,222,326,226,2,4,100,1,NA,NA,NA,NA,NA,0,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,0,1,0.1,87.6449127197266,8.62098693847656,0,2,2,1,1,1,1,1,3.7230281829834,0
"4783",177813,"Amanita canescens Dav. T. Jenkins",38.0606,78.6089,78.53,37.989,"WN",38.0248,-78.56945,"white","",131,126,35,8105,308,-43,351,225,24,233,24,1136,116,77,13,323,238,316,238,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,29.7854671478271,10.8610286712646,0,3,2,1,1,1,1,1,50.9195976257324,0
"4798",200138,"Amanita canescens Dav. T. Jenkins",38.0606,78.6089,78.53,37.989,"WN",38.0248,-78.56945,"white","",131,126,35,8105,308,-43,351,225,24,233,24,1136,116,77,13,323,238,316,238,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,29.7854671478271,10.8610286712646,0,3,2,1,1,1,1,1,50.9195976257324,0
"4869",175339,"Amanita canescens Dav. T. Jenkins",39.363,87.7283,87.7016,39.3346,"NN",39.3488,-87.71495,"white","",116,117,30,9547,307,-78,385,215,-13,234,-13,1029,113,57,20,319,193,300,193,2,2,100,1,NA,NA,NA,NA,NA,0,4,42,38,20,9,1.41,1.44,1.06,5.5,37,11,65,8.4,0,0,3,0.1,4,32,32,36,5,1.31,1.39,0.43,6.3,47,17,85,15.2,0,0,3,0.1,22.0812187194824,2.56191062927246,0,1,1,1,2,1,1,1,1.99789988994598,0
"4899",175193,"Amanita canescens Dav. T. Jenkins",39.1109,86.4665,86.4288,39.0773,"NN",39.0941,-86.44765,"white","",117,120,32,8959,300,-68,368,209,-4,228,-4,1100,121,68,18,336,225,310,225,2,4,100,1,NA,NA,NA,NA,NA,0,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,0,1,0.1,86.6241226196289,8.5205774307251,0,1,1,1,1,1,1,1,2.84508538246155,1.98329997062683
"5086",172471,"Amanita canescens Dav. T. Jenkins",39.8261,74.5513,74.5193,39.8089,"WN",39.8175,-74.5353,"white","",117,113,32,8364,294,-53,347,217,132,223,8,1128,118,79,12,319,262,313,262,1,6,100,3,NA,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,90.3281784057617,8.88491916656494,0,3,3,1,1,1,1,1,0,0
"7945",113588,"Amanita canescens Dav. T. Jenkins",41.5322,72.5536,72.5232,41.5113,"WN",41.52175,-72.5384,"white","",96,108,30,8666,277,-78,355,55,-8,206,-18,1235,117,90,7,329,293,293,299,1,6,100,5,1,NA,NA,NA,NA,0,3,85,10,5,12,1.7,1.4,2.08,4.3,73,5,16,2.4,0,0,0,0.1,3,86,10,4,12,1.73,1.57,0.51,4.8,52,2,21,1.4,0,0,0,0.1,87.5460433959961,8.61125659942627,0,3,3,1,1,1,1,1,3.41927433013916,0
"8031",111437,"Amanita canescens Dav. T. Jenkins",39.2076,86.5305,86.5071,39.1945,"WN",39.20105,-86.5188,"white","",116,118,31,9058,300,-70,370,209,-7,228,-7,1103,121,67,18,338,222,313,222,2,4,100,1,NA,NA,NA,NA,NA,0,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,0,1,0.1,54.5676498413086,5.53480625152588,0,1,1,2,1,1,1,2,25.0531005859375,0
"8136",110439,"Amanita canescens Dav. T. Jenkins",39.2076,86.5305,86.5071,39.1945,"WN",39.20105,-86.5188,"white","",116,118,31,9058,300,-70,370,209,-7,228,-7,1103,121,67,18,338,222,313,222,2,4,100,1,NA,NA,NA,NA,NA,0,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,0,1,0.1,54.5676498413086,5.53480625152588,0,1,1,2,1,1,1,2,25.0531005859375,0
"8374",108020,"Amanita canescens Dav. T. Jenkins",39.1109,86.4665,86.4288,39.0773,"WN",39.0941,-86.44765,"white","",117,120,32,8959,300,-68,368,209,-4,228,-4,1100,121,68,18,336,225,310,225,2,4,100,1,NA,NA,NA,NA,NA,0,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,0,1,0.1,86.6241226196289,8.5205774307251,0,1,1,1,1,1,1,1,2.84508538246155,1.98329997062683
"8441",107614,"Amanita canescens Dav. T. Jenkins",39.9521,87.1224,87.0564,39.9236,"WN",39.93785,-87.0894,"white","",107,120,31,9390,298,-84,382,203,-21,222,-21,1046,114,54,22,332,193,321,193,2,4,100,1,8,NA,NA,NA,NA,0,4,47,32,21,9,1.41,1.42,0.82,6.2,35,11,88,8.3,0,0,1,0.1,5,40,29,31,5,1.34,1.5,0.39,6.2,33,12,87,9.6,0,0,1,0.1,50.7318382263184,6.35927867889404,0,1,1,2,1,1,1,2,0.412400007247925,0
"9185",95509,"Amanita canescens Dav. T. Jenkins",28.1958,82.2465,82.2191,28.162,"WN",28.1789,-82.2328,"white","",222,119,50,4499,330,92,238,274,197,274,160,1377,220,49,52,612,192,612,224,1,2,100,3,NA,NA,NA,NA,NA,0,3,86,10,4,12,1.73,1.31,1.62,4.5,47,5,18,3.6,0,0,1,0.1,6,85,10,5,12,1.7,1.58,0.93,4.9,44,3,19,0.9,0,0,3,0.1,19.5477676391602,11.6057682037354,0,3,3,1,2,1,1,1,12.2586994171143,1.99539983272552
"769",251150,"Amanita cattaraugana Tulloss & Kudzma nom. prov.",42.0785,78.8102,78.7397,42.0353,"WN",42.0569,-78.77495,"brown","",62,117,31,8870,250,-118,368,171,-47,171,-57,1170,124,68,16,339,224,339,240,2,4,100,1,8,NA,NA,NA,NA,0,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,0,1,0.1,90.9786911010742,8.94890880584717,0,2,2,1,1,1,1,1,0.0673081949353218,0
"776",251148,"Amanita cattaraugana Tulloss & Kudzma nom. prov.",42.0785,78.8102,78.7397,42.0353,"WN",42.0569,-78.77495,"brown","",62,117,31,8870,250,-118,368,171,-47,171,-57,1170,124,68,16,339,224,339,240,2,4,100,1,8,NA,NA,NA,NA,0,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,0,1,0.1,90.9786911010742,8.94890880584717,0,2,2,1,1,1,1,1,0.0673081949353218,0
"3120",209863,"Amanita cattaraugana Tulloss & Kudzma nom. prov.",42.0629,78.7167,78.6292,41.9985,"NN",42.0307,-78.67295,"brown","",62,119,32,8855,250,-119,369,171,-47,171,-57,1147,126,66,17,338,217,338,231,2,4,100,1,8,NA,NA,NA,NA,0,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,0,1,0.1,90.9170608520508,8.94283962249756,0,2,2,1,1,1,1,1,0.130115702748299,0
"47",266608,"Amanitaceae E.-J. Gilbert",37.0072,121.906,121.839,36.9581,"NN",36.98265,-121.8725,"white","",139,129,59,3252,250,34,216,98,176,180,98,651,139,2,90,357,7,12,357,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,56.1570701599121,5.64937496185303,0,1,1,1,1,1,1,1,3.9869692325592,31
"2099",228354,"Amanitaceae E.-J. Gilbert",37.8216,122.202,122.175,37.8031,"WN",37.81235,-122.1885,"white","",141,109,53,3591,251,47,204,96,182,187,96,667,136,1,86,346,8,13,346,2,4,100,1,NA,NA,NA,NA,NA,0,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,0,1,0.1,12.2765464782715,2.20755529403687,0,1,1,1,1,1,1,1,79.7846984863281,5.73119974136353
"7983",111922,"Amanitaceae E.-J. Gilbert",41.441,81.3748,81.2976,41.4244,"WN",41.4327,-81.3362,"white","",90,106,29,9062,273,-88,361,181,-20,203,-31,1018,99,58,15,290,201,287,206,2,4,100,1,NA,NA,NA,NA,NA,0,4,47,32,21,9,1.41,1.42,0.82,6.2,35,11,88,8.3,0,0,1,0.1,5,40,29,31,5,1.34,1.5,0.39,6.2,33,12,87,9.6,0,0,1,0.1,83.7782669067383,8.12738132476807,0,1,1,1,1,1,1,1,4.84889984130859,0
"11116",53953,"Amanitaceae E.-J. Gilbert",45.5112,122.719,122.718,45.5086,"WN",45.5099,-122.7185,"white","",105,109,42,5201,257,1,256,46,173,174,42,1311,213,20,59,606,105,110,557,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,8.28335952758789,0.736413717269897,0,2,2,1,1,1,1,1,89.2717971801758,0
"700",264688,"Amanita ceciliae (Berk. & Broome) Bas",38.9478,78.2298,78.1524,38.877,"WN",38.9124,-78.1911,"brown","",113,129,35,8393,294,-70,364,198,0,218,0,1000,101,63,15,292,194,287,194,2,4,100,1,NA,NA,NA,NA,NA,0,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,0,1,0.1,74.9293060302734,15.779369354248,0,2,2,1,1,1,1,1,2.19440007209778,0
"4678",179152,"Amanita ceciliae group",35.9208,81.9592,81.9565,35.9181,"WN",35.91945,-81.95785,"brown","",104,125,39,7057,260,-60,320,176,26,193,10,1445,139,103,9,392,319,389,319,2,4,100,4,1,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,60.6306228637695,25.8326301574707,0,3,2,2,1,1,1,2,1.27733588218689,0
"6482",267727,"Amanita ceciliae group",41.099,75.6031,75.5447,41.0514,"WN",41.0752,-75.5739,"brown","",72,113,31,8809,256,-107,363,162,-34,182,-45,1214,122,78,13,348,250,334,254,2,4,100,1,NA,NA,NA,NA,NA,0,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,0,1,0.1,88.4684600830078,8.63986206054688,0,1,1,1,1,1,1,1,1.61429989337921,0
"11577",49429,"Amanita ceciliae group",41.4604,73.1675,73.1579,41.4494,"WN",41.4549,-73.1627,"brown","",94,110,30,8764,275,-83,358,81,-11,204,-22,1237,115,88,7,332,288,300,289,1,6,100,5,1,NA,NA,NA,NA,0,3,85,10,5,12,1.7,1.4,2.08,4.3,73,5,16,2.4,0,0,0,0.1,3,86,10,4,12,1.73,1.57,0.51,4.8,52,2,21,1.4,0,0,0,0.1,85.7087554931641,8.43054389953613,0,3,3,1,1,1,1,1,3.4990770816803,0
"12481",26188,"Amanita ceciliae group",35.844,82.151,82.0782,35.7822,"WN",35.8131,-82.1146,"brown","",118,135,40,7129,279,-51,330,115,38,207,23,1360,134,98,9,370,305,358,307,2,4,100,4,1,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,60.4218559265137,27.0045909881592,0,2,2,2,1,1,1,2,0.425485730171204,0
